"Time","Value"
2022-08-19 17:32:00,0.2173931947234324
2022-08-19 17:32:15,0.20869565217391303
2022-08-19 17:32:30,0.20869565217391303
2022-08-19 17:32:45,0.20869565217391303
2022-08-19 17:33:00,0.20869565217391303
2022-08-19 17:33:15,0.20869565217391303
2022-08-19 17:33:30,0.20869565217391303
2022-08-19 17:33:45,0.21739130434782608
2022-08-19 17:34:00,0.20869565217391303
2022-08-19 17:34:15,0.20869565217391303
2022-08-19 17:34:30,0.20869746693449512
2022-08-19 17:34:45,0.20869565217391303
2022-08-19 17:35:00,0.20869565217391303
2022-08-19 17:35:15,0.20869565217391303
2022-08-19 17:35:30,0.20869565217391303
2022-08-19 17:35:45,0.20869565217391303
2022-08-19 17:36:00,0.20869565217391303
2022-08-19 17:36:15,0.20869565217391303
2022-08-19 17:36:30,0.20869565217391303
2022-08-19 17:36:45,0.20869565217391303
2022-08-19 17:37:00,0.20869565217391303
2022-08-19 17:37:15,0.20869565217391303
2022-08-19 17:37:30,0.20869565217391303
2022-08-19 17:37:45,0.20869565217391303
2022-08-19 17:38:00,0.20869565217391303
2022-08-19 17:38:15,0.20869565217391303
2022-08-19 17:38:30,0.20869746693449512
2022-08-19 17:38:45,0.20869565217391303
2022-08-19 17:39:00,0.20869565217391303
2022-08-19 17:39:15,0.21739130434782608
2022-08-19 17:39:30,0.20869565217391303
2022-08-19 17:39:45,0.20869565217391303
2022-08-19 17:40:00,0.20869565217391303
2022-08-19 17:40:15,0.20869565217391303
2022-08-19 17:40:30,0.20869565217391303
2022-08-19 17:40:45,0.20869565217391303
2022-08-19 17:41:00,0.20869565217391303
2022-08-19 17:41:15,0.20869383744489176
2022-08-19 17:41:30,0.20869565217391303
2022-08-19 17:41:45,0.20869565217391303
2022-08-19 17:42:00,0.20869565217391303
2022-08-19 17:42:15,0.20869565217391303
2022-08-19 17:42:30,0.20869565217391303
2022-08-19 17:42:45,0.20869565217391303
2022-08-19 17:43:00,0.2
2022-08-19 17:43:15,0.2
2022-08-19 17:43:30,0.2
2022-08-19 17:43:45,0.2
2022-08-19 17:44:00,0.2
2022-08-19 17:44:15,0.2
2022-08-19 17:44:30,0.20869565217391303
2022-08-19 17:44:45,0.21739130434782608
2022-08-19 17:45:00,0.22608695652173913
2022-08-19 17:45:15,0.23478260869565218
2022-08-19 17:45:30,0.2434782608695652
2022-08-19 17:45:45,0.2434782608695652
2022-08-19 17:46:00,0.25217391304347825
