"Time","Requests > +Infs per second","Requests > 0.1s per second","Requests > 0.3s per second","Requests > 0.5s per second","Requests > 0.7s per second","Requests > 1s per second","Requests > 10s per second","Requests > 3s per second","Requests > 5s per second","Requests > 7s per second"
2022-08-19 17:32:00,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057
2022-08-19 17:32:15,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:32:30,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:32:45,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987,0.21142736327220987
2022-08-19 17:33:00,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:33:15,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:33:30,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:33:45,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:34:00,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:34:15,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:34:30,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057,0.21142977959874057
2022-08-19 17:34:45,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:35:00,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:35:15,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:35:30,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:35:45,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:36:00,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:36:15,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:36:30,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:36:45,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:37:00,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:37:15,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568,0.20571428571428568
2022-08-19 17:37:30,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:37:45,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
2022-08-19 17:38:00,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138,0.21142857142857138
